"X","Y","unicode","block_num","FR_D","FR_M","FR_A","opened","infested","p.i"
231570.303574,8183860.500405,"1.13.76.570",722,15,7,8,0,0,0.0528385907808655
231572.539951,8183872.133576,"1.13.76.571",722,3,8,8,0,0,0.0468365500870296
231571.94415,8183885.196367,"1.13.76.572",722,3,8,8,0,0,0.0454560807274473
231571.060573,8183895.118806,"1.13.76.573",722,17,7,8,1,0,0.00230016937758838
231572.243531,8183900.42782,"1.13.76.574",722,3,8,8,0,0,0.0431152848568513
231572.999867,8183907.425408,"1.13.76.575",722,3,8,8,0,0,0.0441956521817418
231572.282363,8183913.35473,"1.13.76.576",722,7,7,8,1,0,0.00231413312526259
231573.436177,8183921.044574,"1.13.76.577",722,3,8,8,0,0,0.0546992233959546
231577.450894,8183932.074082,"1.13.76.578",722,3,8,8,0,0,0.0705446108276814
231586.714614,8183929.445516,"1.13.76.579",722,7,7,8,1,0,0.00238479815137147
231636.862662,8183276.95301,"1.13.76.58",702,18,5,8,0,0,0.0794276310545586
231589.420255,8183921.000411,"1.13.76.580",722,14,7,8,1,0,0.00234248376447992
231588.712,8183910.53587,"1.13.76.581",722,3,8,8,0,0,0.0530186520016806
231589.598824,8183902.402996,"1.13.76.582",722,3,8,8,0,0,0.048577141888242
231589.309374,8183893.716346,"1.13.76.583",722,3,8,8,0,0,0.0474367541564132
231590.395274,8183885.807554,"1.13.76.584",722,10,7,8,1,0,0.00231624884460717
231590.748827,8183878.717915,"1.13.76.585",722,13,7,8,0,0,0.0463563868315227
231591.026612,8183870.547942,"1.13.76.586",722,13,7,8,1,0,0.00231751827621391
231588.810312,8183856.783321,"1.13.76.587",722,7,7,8,1,0,0.00233782918192185
231586.714653,8183845.379134,"1.13.76.588",722,3,8,8,0,0,0.0603411416481604
231582.768223,8183833.741792,"1.13.76.589",722,3,8,8,0,0,0.0643625089130304
231636.898115,8183283.398417,"1.13.76.59",702,18,5,8,0,0,0.0801478759378189
231577.441591,8183825.828421,"1.13.76.590",722,3,8,8,0,0,0.0610613865314207
231572.95011,8183817.519425,"1.13.76.591",722,3,8,8,0,0,0.0576402233359342
231569.503865,8183809.612989,"1.13.76.592",722,3,8,8,0,0,0.0585405294400096
231565.930314,8183798.852253,"1.13.76.593",722,8,7,8,1,0,0.00235263921733389
231560.685593,8183791.668285,"1.13.76.594",722,3,8,8,0,0,0.069464243502791
231548.745694,8183763.763021,"1.13.76.595",723,3,8,8,0,0,0.0814683248904628
231544.371635,8183754.676944,"1.13.76.596",723,3,8,8,0,0,0.0647226313546606
231539.099622,8183748.963251,"1.13.76.597",723,3,8,8,0,0,0.0546992233959546
231537.403427,8183744.637809,"1.13.76.598",723,3,8,8,0,0,0.0561997335694136
231532.570362,8183738.764,"1.13.76.599",723,7,7,8,1,0,0.0023445994838245
231830.368224,8183306.482408,"1.13.76.6",700,23,4,8,1,0,0.00239241474101194
231632.278923,8183293.964368,"1.13.76.60",702,24,8,8,1,0,0.00235136978572715
231527.612939,8183730.566334,"1.13.76.600",723,3,8,8,0,0,0.0581203865914411
231525.132438,8183721.3861,"1.13.76.601",723,3,8,8,0,0,0.0489372643298722
231522.370179,8183717.834101,"1.13.76.602",723,3,8,8,0,0,0.0453360399135706
231519.529421,8183713.227292,"1.13.76.603",723,3,8,8,0,0,0.047076631714783
231516.822411,8183708.944575,"1.13.76.604",723,3,8,8,0,0,0.0439555705539884
231512.492569,8183703.522683,"1.13.76.605",723,3,8,8,0,0,0.042395039973591
231509.353111,8183696.86134,"1.13.76.606",723,3,8,8,0,0,0.0441956521817418
231505.709536,8183692.970202,"1.13.76.607",723,17,7,8,1,0,0.00230693967949103
231501.160301,8183686.968819,"1.13.76.608",723,17,7,8,1,0,0.00232386543424764
231495.171913,8183679.556229,"1.13.76.609",723,3,8,8,0,0,0.0530186520016806
231630.473292,8183301.465928,"1.13.76.61",702,24,8,8,1,0,0.00234121433287318
231492.275032,8183669.002061,"1.13.76.610",723,3,8,8,0,0,0.0543991213612628
231488.487511,8183661.330629,"1.13.76.611",723,3,8,8,0,0,0.0595608763579617
231484.315275,8183650.038491,"1.13.76.612",723,3,8,8,0,0,0.0619616926354961
231480.305264,8183640.874342,"1.13.76.613",723,10,7,8,1,0,0.00233867546965968
231475.11384,8183632.841453,"1.13.76.614",723,10,7,8,1,0,0.00235306236120281
231469.930209,8183622.030795,"1.13.76.615",723,3,8,8,0,0,0.0625018762979413
231464.463979,8183606.829775,"1.13.76.616",723,3,8,8,0,0,0.0823686309945381
231456.301568,8183612.722233,"1.13.76.617",723,10,7,8,1,0,0.00236364095792569
231450.485217,8183616.981238,"1.13.76.618",723,3,8,8,0,0,0.0596208967649001
231438.703122,8183620.291662,"1.13.76.619",723,3,8,8,0,0,0.0758864270451954
231627.855459,8183311.925199,"1.13.76.62",702,21,8,8,1,0,0.00233275145549487
231442.798021,8183633.157721,"1.13.76.620",723,10,7,8,1,0,0.00238479815137147
231452.988975,8183644.45831,"1.13.76.621",723,3,8,8,0,0,0.0668233455975032
231458.899978,8183652.80374,"1.13.76.622",723,3,8,8,0,0,0.0628019783326331
231464.673576,8183660.616142,"1.13.76.623",723,3,8,8,0,0,0.0642424680991537
231466.763522,8183670.654979,"1.13.76.624",723,3,8,8,0,0,0.0636422640297701
231471.223637,8183679.752444,"1.13.76.625",723,8,7,8,1,0,0.00233275145549487
231477.949615,8183687.761097,"1.13.76.626",723,3,8,8,0,0,0.0537989172918792
231481.893352,8183696.455638,"1.13.76.627",723,15,7,8,1,0,0.00232174971490307
231486.701206,8183703.002113,"1.13.76.628",723,10,7,8,1,0,0.00229932308985055
231488.59634,8183706.67286,"1.13.76.629",723,3,8,8,1,0,0.00229297593181682
231624.814613,8183319.962978,"1.13.76.63",702,3,8,8,0,0,0.0465964684592762
231491.045814,8183711.964642,"1.13.76.630",723,3,8,8,0,0,0.0379535298601524
231493.220292,8183717.05592,"1.13.76.631",723,3,8,8,0,0,0.0419148767180841
231494.716285,8183721.662907,"1.13.76.632",723,3,8,8,0,0,0.0414947338695156
231498.779133,8183725.047176,"1.13.76.633",723,8,7,8,1,0,0.00229509165116139
231501.128981,8183730.209434,"1.13.76.634",723,8,7,8,1,0,0.00230820911109777
231505.952235,8183741.191372,"1.13.76.635",723,8,7,8,1,0,0.00235390864894064
231511.478074,8183750.596087,"1.13.76.636",723,3,8,8,0,0,0.0610613865314207
231516.352156,8183758.018322,"1.13.76.637",723,3,8,8,0,0,0.06328214158814
231522.30331,8183773.780374,"1.13.76.638",723,10,7,8,1,0,0.00236617982113919
231532.042581,8183771.718712,"1.13.76.639",723,3,8,8,0,0,0.0671834680391333
231621.735065,8183324.496842,"1.13.76.64",702,14,8,8,1,0,0.002317095132345
231540.254604,8183767.65403,"1.13.76.640",723,3,8,8,0,0,0.0710247740831883
231494.64392,8183760.47841,"1.13.76.641",725,8,7,8,1,0,0.00237802784946882
231485.484533,8183764.868998,"1.13.76.642",725,13,7,8,1,0,0.00233952175739752
231475.772821,8183770.219518,"1.13.76.643",725,13,7,8,1,0,0.00233275145549487
231467.115465,8183776.212645,"1.13.76.644",725,13,7,8,1,0,0.00232725058519897
231457.688759,8183781.03856,"1.13.76.645",725,16,7,8,1,0,0.00231032483044235
231454.49425,8183784.120138,"1.13.76.646",725,13,7,8,1,0,0.00230313138467079
231446.888848,8183786.122735,"1.13.76.647",725,8,7,8,1,0,0.00230947854270452
231436.42552,8183785.949842,"1.13.76.648",725,15,7,8,0,0,0.0531386928155573
231427.849205,8183789.454835,"1.13.76.649",725,15,7,8,1,0,0.00232725058519897
231618.069406,8183331.134749,"1.13.76.65",702,24,4,8,1,0,0.00231201740591801
231415.9457,8183788.773026,"1.13.76.650",725,11,7,8,1,0,0.00235940951923654
231405.985789,8183789.369765,"1.13.76.651",725,15,7,8,1,0,0.00236533353340136
231408.016986,8183798.151706,"1.13.76.652",725,3,8,8,0,0,0.059440835544085
231408.265667,8183806.362545,"1.13.76.653",725,3,8,8,0,0,0.0647226313546606
231409.314127,8183811.830463,"1.13.76.654",725,3,8,8,0,0,0.062621917111818
231410.269642,8183819.092771,"1.13.76.655",725,3,8,8,0,0,0.0719250801872637
231417.817592,8183818.418778,"1.13.76.656",725,3,8,8,0,0,0.0640624068783386
231427.013392,8183814.860407,"1.13.76.657",725,3,8,8,0,0,0.0665232435628114
231436.598458,8183813.782063,"1.13.76.658",725,3,8,8,0,0,0.067963733329332
231445.79169,8183811.76453,"1.13.76.659",725,13,7,8,1,0,0.00233613660644619
231618.723958,8183340.412844,"1.13.76.66",702,24,4,8,1,0,0.00230820911109777
231458.10389,8183808.841176,"1.13.76.660",725,18,7,8,1,0,0.00236702610887702
231469.571446,8183804.089633,"1.13.76.661",725,3,8,8,0,0,0.0645425701338455
231476.917242,8183799.139589,"1.13.76.662",725,3,8,8,0,0,0.0690441006542224
231487.312239,8183794.69667,"1.13.76.663",725,3,8,8,0,0,0.0698243659444211
231498.672556,8183792.220268,"1.13.76.664",725,3,8,8,0,0,0.0637022844367085
231508.380192,8183787.406586,"1.13.76.665",725,3,8,8,0,0,0.0685039169917772
231505.539579,8183784.369172,"1.13.76.666",725,3,8,8,0,0,0.0637022844367085
231501.556937,8183778.306324,"1.13.76.667",725,3,8,8,0,0,0.062621917111818
231495.737407,8183770.285146,"1.13.76.668",725,8,7,8,0,0,0.0566198764179821
231430.665185,8183763.476187,"1.13.76.669",726,10,7,8,1,0,0.00236321781405678
231612.745585,8183347.976849,"1.13.76.67",702,3,8,8,0,0,0.0437154889262349
231426.734687,8183755.620641,"1.13.76.670",726,10,7,8,1,0,0.00234290690834884
231425.519965,8183746.363757,"1.13.76.671",726,11,7,8,1,0,0.00233190516775704
231423.978796,8183735.613576,"1.13.76.672",726,3,8,8,0,0,0.0554194682792149
231421.666696,8183727.106621,"1.13.76.673",726,3,8,8,0,0,0.0518782642698517
231421.287404,8183716.166766,"1.13.76.674",726,3,8,8,0,0,0.0452760195066323
231419.964371,8183707.666596,"1.13.76.675",726,10,7,8,1,0,0.00230440081627753
231420.073723,8183699.499827,"1.13.76.676",726,10,7,8,1,0,0.00227858904027369
231420.164174,8183693.785609,"1.13.76.677",726,3,8,8,0,0,0.0333319585258988
231418.106071,8183686.467855,"1.13.76.678",726,19,8,8,1,0,0.0022705493067643
231417.894206,8183677.598766,"1.13.76.679",726,3,8,8,0,0,0.0270298157973711
231611.225812,8183350.935553,"1.13.76.68",702,3,8,8,0,0,0.0479769378188584
231417.174726,8183673.618053,"1.13.76.680",726,11,7,8,1,0,0.00226250957325491
231417.069211,8183668.670152,"1.13.76.681",726,10,7,8,1,0,0.00226166328551708
231416.302184,8183664.347432,"1.13.76.682",726,10,7,8,1,0,0.00227012616289538
231417.014958,8183657.106702,"1.13.76.683",726,10,7,8,1,0,0.0022760501770602
231416.761673,8183645.518082,"1.13.76.684",726,10,7,8,1,0,0.00230016937758838
231415.904883,8183631.70706,"1.13.76.685",726,10,7,8,1,0,0.00234417633995558
231404.658504,8183634.316217,"1.13.76.686",726,3,8,8,0,0,0.0453360399135706
231395.464452,8183629.399913,"1.13.76.687",726,3,8,8,0,0,0.0513380806074065
231390.01812,8183630.801299,"1.13.76.688",726,11,7,8,1,0,0.0023556012244163
231392.646501,8183645.21162,"1.13.76.689",726,3,8,8,0,0,0.0536788764780025
231609.421296,8183356.18007,"1.13.76.69",702,3,8,8,0,0,0.047076631714783
231394.075674,8183654.771073,"1.13.76.690",726,3,8,8,0,0,0.060281121241222
231397.135811,8183679.449199,"1.13.76.692",726,10,7,8,1,0,0.0023225960026409
231398.190871,8183693.817259,"1.13.76.693",726,10,7,8,1,0,0.00229720737050597
231400.410465,8183700.394587,"1.13.76.694",726,11,7,8,1,0,0.0023060933917532
231401.036493,8183709.117837,"1.13.76.695",726,3,8,8,0,0,0.0464764276453994
231401.344694,8183729.830504,"1.13.76.696",726,3,8,8,0,0,0.067963733329332
231402.51377,8183740.429267,"1.13.76.697",726,3,8,8,0,0,0.0732455291399076
231405.537288,8183756.095481,"1.13.76.698",726,3,8,8,0,0,0.0785273249504832
231408.324574,8183766.377801,"1.13.76.699",726,10,7,8,1,0,0.00240087761839025
231824.827736,8183304.133292,"1.13.76.7",700,3,8,8,0,0,0.0742658760578597
231605.752832,8183367.658393,"1.13.76.70",702,3,8,8,0,0,0.0557195703139067
231388.214432,8183605.006053,"1.13.76.700",727,3,8,8,0,0,0.117180467018786
231396.683204,8183605.720396,"1.13.76.701",727,3,8,8,0,0,0.0959932633695457
231407.953759,8183605.05528,"1.13.76.702",727,11,7,8,1,0,0.00251131816817718
231400.478061,8183592.513702,"1.13.76.703",727,11,7,8,0,0,0.0884306920953124
231394.455317,8183579.61388,"1.13.76.704",727,8,7,8,1,0,0.0025117413120461
231390.145537,8183572.850058,"1.13.76.705",727,3,8,8,0,0,0.107517181501711
231385.515569,8183563.879295,"1.13.76.706",727,3,8,8,0,0,0.132005507532561
231383.704372,8183523.642935,"1.13.76.707",728,17,7,8,1,0,0.00240934049576856
231392.601642,8183538.121364,"1.13.76.708",728,3,8,8,0,0,0.0835690391333053
231401.499283,8183546.962396,"1.13.76.709",728,14,7,8,1,0,0.00238183614428906
231603.792935,8183375.14743,"1.13.76.71",702,3,8,8,0,0,0.0560796927555369
231405.299236,8183554.767425,"1.13.76.710",728,8,7,8,1,0,0.00237548898625533
231409.804546,8183564.638798,"1.13.76.711",728,3,8,8,0,0,0.0674835700738251
231414.187133,8183573.451415,"1.13.76.712",728,8,7,8,1,0,0.00235856323149871
231419.297376,8183582.891768,"1.13.76.713",728,21,7,8,1,0,0.00234502262769342
231423.60955,8183592.179952,"1.13.76.714",728,8,7,8,1,0,0.00235179292959606
231428.620443,8183601.115871,"1.13.76.715",728,8,7,8,1,0,0.002372103835304
231434.979081,8183596.12802,"1.13.76.716",728,11,7,8,1,0,0.00233952175739752
231443.104246,8183590.107668,"1.13.76.717",728,11,7,8,1,0,0.00236491038953244
231451.332832,8183582.961031,"1.13.76.718",728,3,8,8,0,0,0.0874103451773603
231439.814072,8183572.059379,"1.13.76.719",728,3,8,8,0,0,0.0736656719884761
231600.324744,8183381.547832,"1.13.76.72",702,3,8,8,0,0,0.0570400192665506
231434.092287,8183564.262065,"1.13.76.720",728,3,8,8,0,0,0.064122427285277
231435.66205,8183562.328017,"1.13.76.721",728,3,8,8,0,0,0.071985100594202
231433.072197,8183553.646945,"1.13.76.722",728,3,8,8,0,0,0.0729454271052158
231428.15111,8183543.745997,"1.13.76.723",728,3,8,8,0,0,0.0709647536762499
231423.953914,8183537.079855,"1.13.76.724",728,3,8,8,0,0,0.0701844883860513
231421.612005,8183533.484286,"1.13.76.725",728,3,8,8,0,0,0.0734255903607226
231417.97199,8183529.060911,"1.13.76.726",728,17,7,8,1,0,0.00238902959006062
231412.408359,8183516.158642,"1.13.76.727",728,3,8,8,0,0,0.0718650597803253
231407.698811,8183505.60003,"1.13.76.728",728,24,8,8,1,0,0.00241357193445772
231400.949985,8183512.344362,"1.13.76.729",728,8,7,8,1,0,0.00234333005221775
231597.517552,8183394.025245,"1.13.76.73",702,3,8,8,0,0,0.0670634272252566
231395.845388,8183514.585024,"1.13.76.730",728,1,8,8,1,0,0.00235729379989196
231391.736695,8183519.187967,"1.13.76.731",728,3,8,8,0,0,0.0653828558309825
231378.285035,8183499.038886,"1.13.76.732",729,3,8,8,0,0,0.159734935538083
231390.857565,8183491.984735,"1.13.76.733",729,3,8,8,0,0,0.122702344457115
231397.33539,8183484.375601,"1.13.76.734",729,22,7,8,1,0,0.00254516967769041
231394.004026,8183478.147762,"1.13.76.735",729,3,8,8,0,0,0.112018712022088
231388.846009,8183471.418967,"1.13.76.736",729,13,7,8,1,0,0.00257352031690775
231385.528368,8183465.503391,"1.13.76.737",729,13,7,8,1,0,0.00260440981933858
231382.683505,8183460.711965,"1.13.76.738",729,3,8,8,0,0,0.13278577282276
231378.140779,8183451.59943,"1.13.76.739",729,3,8,8,0,0,0.170058445531481
231605.152427,8183400.802567,"1.13.76.74",702,28,4,8,1,0,0.00234163747674209
231495.801102,8183361.211315,"1.13.76.740",730,3,8,8,0,0,0.409479848808595
231612.737865,8183403.046399,"1.13.76.75",702,28,4,8,1,0,0.0023280968729368
231621.304401,8183405.115562,"1.13.76.76",702,18,5,8,1,0,0.00230778596722886
231625.617532,8183394.388713,"1.13.76.77",702,18,5,8,1,0,0.00230651653562211
231627.107357,8183390.254613,"1.13.76.78",702,3,8,8,0,0,0.0434153868915431
231629.991188,8183385.045355,"1.13.76.79",702,3,8,8,0,0,0.0471966725286597
231818.505602,8183304.998534,"1.13.76.8",700,3,8,8,0,0,0.0739657740231679
231627.883641,8183379.511989,"1.13.76.80",702,28,4,8,1,0,0.00232005713942741
231633.924792,8183373.129421,"1.13.76.81",702,3,8,8,0,0,0.0437755093331733
231634.168087,8183365.555972,"1.13.76.82",702,18,5,8,1,0,0.00229043706860333
231634.613535,8183360.464753,"1.13.76.83",702,23,4,8,1,0,0.00227139559450213
231637.627852,8183355.170065,"1.13.76.84",702,28,4,8,1,0,0.00230524710401537
231639.586404,8183346.484932,"1.13.76.85",702,3,8,8,0,0,0.0380735706740292
231640.69272,8183342.037524,"1.13.76.86",702,24,8,8,1,0,0.00230270824080187
231644.013187,8183334.806442,"1.13.76.87",702,3,8,8,0,0,0.0432953460776664
231647.306817,8183323.588988,"1.13.76.88",702,3,8,8,0,0,0.0437154889262349
231644.404515,8183328.734107,"1.13.76.89",702,3,8,8,0,0,0.0412546522417622
231811.184144,8183302.356507,"1.13.76.9",700,3,8,8,0,0,0.0833889779124903
231648.150943,8183318.701863,"1.13.76.90",702,3,8,8,0,0,0.0480369582257968
231650.374962,8183314.065535,"1.13.76.91",702,3,8,8,0,0,0.0566798968249205
231652.695238,8183307.531815,"1.13.76.92",702,3,8,8,0,0,0.0573401213012424
231654.929275,8183297.777289,"1.13.76.93",702,3,8,8,0,0,0.0701844883860513
231657.201633,8183289.687498,"1.13.76.94",702,3,8,8,0,0,0.0782872433227297
231659.654036,8183279.912414,"1.13.76.95",702,3,8,8,0,0,0.0922719981393674
231668.989296,8183380.982037,"1.13.76.96",703,3,8,8,1,0,0.00315999771922454
231724.102037,8183357.309217,"1.13.76.97",703,3,8,8,0,0,0.330913136126283
231726.565066,8183332.143162,"1.13.76.98",703,3,8,8,0,0,0.324370911770002
231761.659111,8183344.942852,"1.13.76.99",704,3,8,8,0,0,0.135846813576616
231554.697848,8183914.769977,"1.13.77.18",698,14,7,8,1,0,0.00241611079767121
231555.503485,8183902.83148,"1.13.77.19",698,16,7,8,0,0,0.0523584275253586
231554.067539,8183895.345697,"1.13.77.20",698,18,7,8,1,0,0.0023115942620491
231553.487288,8183889.772497,"1.13.77.21",698,14,7,8,1,0,0.0022980536582438
231550.705474,8183884.270421,"1.13.77.22",698,14,7,8,0,0,0.0467765296800912
231549.537847,8183875.238471,"1.13.77.23",698,16,7,8,1,0,0.00232894316067463
231547.499817,8183866.622488,"1.13.77.24",698,3,8,8,1,0,0.0023280968729368
231545.146985,8183859.126428,"1.13.77.25",698,14,7,8,0,0,0.051758223455975
231542.380698,8183852.531214,"1.13.77.26",698,14,7,8,1,0,0.00232682744133005
231539.337738,8183845.883698,"1.13.77.27",698,15,7,8,1,0,0.00231963399555849
231536.683614,8183841.891174,"1.13.77.28",698,14,7,8,1,0,0.00233740603805294
231533.95666,8183837.229701,"1.13.77.29",698,15,7,8,1,0,0.00235644751215413
231531.541375,8183830.39808,"1.13.77.30",698,18,7,8,1,0,0.00236533353340136
231525.061159,8183823.217533,"1.13.77.31",698,14,7,8,1,0,0.00242711253826301
231516.926072,8183808.065005,"1.13.77.32",698,17,7,8,1,0,0.00248127495348418
231508.909681,8183811.23372,"1.13.77.33",698,14,7,8,0,0,0.096713508252806
231504.990871,8183812.239518,"1.13.77.34",698,14,7,8,1,0,0.00244276886141288
231500.430333,8183816.214809,"1.13.77.35",698,14,7,8,1,0,0.00248592953604225
231490.179682,8183820.414587,"1.13.77.36",698,14,7,8,0,0,0.144669813396555
231496.266186,8183827.854417,"1.13.77.37",698,14,7,8,1,0,0.00264926306944361
231500.311454,8183835.720213,"1.13.77.38",698,14,7,8,1,1,0.00705
231506.117294,8183843.671081,"1.13.77.39",698,14,7,8,0,0,0.182722751395474
231511.851166,8183851.19259,"1.13.77.40",698,14,7,8,0,0,0.144189650141048
231521.4626,8183865.067495,"1.13.77.41",698,14,7,8,0,0,0.117900711902047
231530.859624,8183881.79078,"1.13.77.42",698,14,7,8,0,0,0.0789474677990517
231535.869635,8183898.226022,"1.13.77.43",698,24,8,8,1,0,0.00239495360422544
231561.573423,8183952.339487,"1.13.77.44",699,14,7,8,0,0,0.321249850609207
231694.171681,8183756.65202,"1.13.78.1",673,13,8,8,1,0,0.00283840837884881
231753.024469,8183711.703579,"1.13.78.10",673,22,7,8,1,0,0.00250031642758538
231860.851842,8183523.563997,"1.13.78.100",679,13,8,8,1,0,0.00246604177420323
231872.056065,8183526.990962,"1.13.78.101",679,13,8,8,1,0,0.00240341648160374
231879.500141,8183531.19091,"1.13.78.102",679,12,8,8,1,0,0.00242753568213192
231885.549448,8183540.410308,"1.13.78.103",679,24,8,8,1,0,0.00248000552187744
231918.748162,8183569.635078,"1.13.78.104",680,20,8,8,0,0,0.0857897941900246
231914.404142,8183572.940772,"1.13.78.105",680,20,8,8,0,0,0.0772668964047776
231908.166193,8183577.000368,"1.13.78.106",680,20,8,8,0,0,0.0715049373386952
231904.076993,8183580.752697,"1.13.78.107",680,30,7,8,1,0,0.00236702610887702
231897.2886,8183587.354953,"1.13.78.108",680,23,7,8,1,0,0.00235348550507172
231892.338832,8183591.495008,"1.13.78.109",680,23,7,8,1,0,0.00236617982113919
231757.016065,8183702.212411,"1.13.78.11",673,20,8,8,0,0,0.0970136102874977
231884.729601,8183594.182355,"1.13.78.110",680,23,7,8,1,0,0.00236956497209051
231878.480093,8183598.608974,"1.13.78.111",680,20,8,8,0,0,0.0619616926354961
231873.626769,8183599.239276,"1.13.78.112",680,20,8,8,0,0,0.0632221211812016
231867.710309,8183600.427552,"1.13.78.113",680,20,8,8,0,0,0.064962712982414
231863.181795,8183604.407941,"1.13.78.114",680,23,7,8,1,0,0.00238987587779845
231858.737803,8183606.314189,"1.13.78.115",680,31,7,8,1,0,0.00238479815137147
231853.883615,8183609.446586,"1.13.78.116",680,30,7,8,0,0,0.0784673045435448
231847.686789,8183613.936617,"1.13.78.117",680,20,8,8,0,0,0.0845893860512574
231842.396642,8183618.323572,"1.13.78.118",680,20,8,8,0,0,0.0895710798271412
231838.361223,8183619.080847,"1.13.78.119",680,20,8,8,0,0,0.0938325287197647
